-228.00, 237.00, -65.00, -0.14, 0.18, 0.16, 13.88, 4.06, 71.84, 22.43, -66.60, -0.00, 0.10, 0.01, 23.69, 10.96, -33.31, 0.00, -0.00, -0.00, 25.63, 10.46, -32.84, -0.00, -0.00, -0.00
-209.00, 244.00, 228.00, -0.07, 0.25, -0.16, 14.25, 4.04, 57.03, 20.72, -72.22, -0.00, 0.10, 0.00, 23.37, 10.46, -31.70, 0.00, -0.01, -0.01, 25.48, 10.49, -32.87, -0.00, -0.01, -0.01
-125.00, 255.00, -228.00, -0.05, -0.14, -0.06, 13.88, 4.03, 75.86, 23.82, -64.60, 0.00, 0.10, 0.01, 26.05, 9.56, -32.11, -0.00, -0.00, -0.00, 25.54, 10.13, -32.85, -0.00, -0.00, -0.00
-97.00, -210.00, -111.00, -0.18, -0.16, 0.13, 14.00, 4.07, 51.18, 45.51, -37.33, 0.00, 0.10, 0.01, 26.56, 9.20, -33.09, -0.00, -0.00, -0.00, 25.62, 9.76, -32.84, 0.00, -0.00, 0.00
-244.00, -227.00, 198.00, 0.09, -0.06, 0.13, 13.88, 4.06, 42.15, 44.23, -46.19, 0.00, 0.09, 0.01, 23.77, 10.27, -33.98, -0.00, -0.01, -0.00, 25.45, 9.98, -32.92, -0.00, -0.01, -0.00
152.00, -111.00, 198.00, 0.08, -0.18, -0.12, 14.25, 4.06, 26.22, 42.91, -49.43, -0.00, 0.10, 0.01, 26.99, 10.74, -33.36, 0.00, -0.00, -0.00, 25.55, 10.25, -32.87, 0.00, -0.00, 0.00
138.00, -244.00, -187.00, 0.04, -0.01, 0.10, 14.25, 4.07, 39.42, 52.89, -37.69, -0.00, 0.11, 0.01, 26.66, 10.61, -34.45, 0.00, 0.00, -0.00, 25.60, 10.37, -32.87, 0.00, 0.00, 0.00
81.00, -32.00, 164.00, 0.04, -0.09, 0.14, 13.63, 4.10, 35.44, 35.53, -51.07, -0.00, 0.11, 0.01, 27.24, 8.78, -32.83, 0.00, 0.00, 0.00, 25.74, 9.74, -32.85, 0.00, 0.00, 0.00
80.00, -150.00, 207.00, -0.19, -0.22, 0.19, 14.00, 4.11, 29.13, 42.21, -46.81, -0.00, 0.10, 0.01, 27.82, 8.96, -33.00, 0.00, -0.01, -0.00, 25.90, 9.42, -32.80, 0.00, -0.00, -0.00
-250.00, -255.00, 250.00, -0.16, -0.09, -0.23, 14.13, 4.04, 40.16, 44.75, -47.44, 0.00, 0.10, 0.01, 24.74, 9.26, -34.14, -0.00, -0.01, -0.00, 25.79, 9.38, -32.87, -0.00, -0.01, -0.00
