-255.00, 255.00, 26.00, -0.24, 0.25, -0.00, 14.38, 3.92, -16.35, 41.07, 14.24, -0.00, 0.10, 0.01, -15.52, -1.29, 20.51, 0.00, -0.01, -0.00, -14.98, -1.08, 20.44, 0.00, -0.01, -0.00
-255.00, 255.00, -18.00, -0.25, 0.25, 0.00, 14.50, 3.92, -17.87, 40.66, 13.81, -0.01, 0.10, 0.01, -15.11, -1.38, 20.70, 0.01, -0.00, -0.00, -14.98, -1.18, 20.44, 0.01, -0.00, -0.00
-255.00, 255.00, 18.00, -0.25, 0.25, -0.00, 14.50, 3.92, -16.69, 41.33, 14.88, -0.01, 0.10, 0.01, -15.50, -0.97, 21.23, 0.01, -0.00, -0.00, -15.00, -1.11, 20.45, 0.01, -0.00, -0.00
-255.00, 255.00, -22.00, -0.25, 0.25, -0.00, 14.38, 3.92, -18.17, 40.87, 14.16, 0.00, 0.11, 0.01, -15.23, -1.14, 21.14, -0.00, 0.00, -0.00, -15.00, -1.12, 20.46, -0.00, 0.00, -0.00
-255.00, 255.00, -16.00, -0.25, 0.25, -0.00, 14.50, 3.92, -17.68, 41.10, 13.67, -0.01, 0.10, 0.01, -15.00, -0.95, 20.52, 0.01, -0.01, -0.00, -15.00, -1.07, 20.46, 0.01, -0.01, -0.00
-255.00, 255.00, -21.00, -0.25, 0.25, 0.00, 14.88, 3.92, -17.70, 40.98, 13.75, 0.01, 0.11, 0.01, -14.77, -1.06, 20.61, -0.01, 0.00, -0.00, -14.99, -1.07, 20.46, -0.01, 0.00, -0.00
-255.00, 255.00, 17.00, -0.25, 0.25, -0.00, 14.50, 3.92, -16.53, 40.84, 14.37, -0.00, 0.11, 0.01, -15.30, -1.46, 20.73, 0.00, 0.00, 0.00, -15.00, -1.20, 20.46, 0.00, 0.00, 0.00
-255.00, 255.00, -22.00, -0.25, 0.25, 0.00, 14.63, 3.92, -19.00, 41.06, 14.02, 0.01, 0.10, 0.01, -16.05, -0.97, 20.94, -0.01, -0.00, -0.00, -15.05, -1.11, 20.46, -0.01, -0.00, -0.00
-255.00, 255.00, 20.00, -0.25, 0.25, 0.00, 14.63, 3.92, -16.46, 41.46, 13.91, 0.00, 0.10, 0.01, -15.35, -0.87, 20.21, -0.00, -0.01, -0.00, -15.07, -1.03, 20.45, -0.00, -0.01, -0.00
-255.00, 255.00, 16.00, -0.25, 0.25, -0.00, 14.38, 3.92, -16.28, 41.17, 14.51, -0.00, 0.11, 0.01, -15.01, -1.11, 20.92, 0.00, 0.00, -0.00, -15.06, -1.06, 20.46, 0.00, 0.00, -0.00
-255.00, 255.00, -18.00, -0.25, 0.25, -0.01, 14.38, 3.92, -18.33, 41.03, 14.40, 0.01, 0.10, 0.01, -15.57, -1.00, 21.31, -0.01, -0.00, -0.00, -15.08, -1.04, 20.47, -0.01, -0.00, -0.00
-255.00, 255.00, -24.00, -0.25, 0.25, 0.00, 14.50, 3.92, -17.87, 41.29, 13.78, -0.01, 0.10, 0.01, -14.84, -0.71, 20.77, 0.01, -0.01, -0.00, -15.07, -0.94, 20.48, 0.01, -0.01, -0.00
-255.00, 255.00, 19.00, -0.23, 0.25, -0.00, 14.38, 3.92, -15.87, 41.63, 14.43, 0.01, 0.10, 0.01, -14.74, -0.68, 20.79, -0.01, -0.00, -0.00, -15.05, -0.86, 20.49, -0.01, -0.00, -0.00
-255.00, 255.00, -17.00, -0.21, 0.25, -0.00, 14.50, 3.92, -17.61, 41.04, 14.43, 0.00, 0.11, 0.01, -14.87, -1.02, 21.24, -0.00, 0.00, -0.00, -15.03, -0.92, 20.50, -0.00, 0.00, -0.00
-255.00, 255.00, -22.00, -0.22, 0.25, -0.00, 14.50, 3.92, -17.25, 41.27, 14.10, -0.01, 0.10, -0.00, -14.31, -0.73, 21.08, 0.01, 0.00, -0.01, -14.99, -0.87, 20.52, 0.01, 0.00, -0.01
-255.00, 255.00, -15.00, -0.21, 0.25, 0.00, 14.25, 3.92, -17.41, 41.70, 13.69, 0.01, 0.11, 0.01, -14.78, -0.35, 20.56, -0.01, 0.00, -0.00, -14.98, -0.70, 20.52, -0.01, 0.00, -0.00
-255.00, 255.00, 20.00, -0.17, 0.25, 0.00, 14.50, 3.92, -16.34, 40.84, 14.95, 0.00, 0.09, 0.01, -15.23, -1.49, 21.25, -0.00, -0.01, 0.00, -14.98, -0.97, 20.53, -0.00, -0.01, 0.00
-240.00, 255.00, 15.00, -0.23, 0.25, 0.00, 14.50, 3.92, -15.74, 41.11, 15.58, -0.00, 0.11, 0.01, -15.26, -0.82, 21.66, 0.00, 0.00, -0.00, -14.98, -0.93, 20.55, 0.00, 0.00, -0.00
-255.00, 255.00, 19.00, -0.23, 0.25, -0.01, 14.50, 3.92, -15.93, 41.95, 15.26, 0.00, 0.11, 0.01, -14.75, -0.40, 21.58, -0.00, 0.00, -0.00, -14.96, -0.76, 20.57, -0.00, 0.00, -0.00
-255.00, 255.00, -26.00, -0.18, 0.25, 0.00, 14.25, 3.92, -17.74, 41.33, 14.15, -0.01, 0.10, 0.01, -14.64, -0.64, 21.22, 0.01, -0.01, -0.00, -14.94, -0.73, 20.58, 0.01, -0.01, -0.00
-251.00, 255.00, 17.00, -0.17, 0.25, 0.00, 14.75, 3.92, -15.92, 41.92, 14.81, 0.00, 0.10, 0.01, -14.86, -0.32, 21.02, -0.00, -0.00, -0.00, -14.93, -0.60, 20.59, -0.00, -0.00, -0.00
-242.00, 255.00, 22.00, -0.15, 0.25, -0.01, 14.63, 3.92, -14.91, 41.46, 15.61, -0.01, 0.10, 0.01, -14.61, -0.58, 21.61, 0.01, -0.00, -0.00, -14.90, -0.61, 20.61, 0.01, -0.00, -0.00
-225.00, 255.00, -25.00, -0.15, 0.25, -0.00, 14.50, 3.92, -16.14, 40.88, 14.78, 0.01, 0.10, 0.01, -14.77, -0.41, 21.19, -0.01, -0.00, -0.00, -14.89, -0.54, 20.63, -0.01, -0.00, -0.00
-221.00, 255.00, -16.00, -0.13, 0.25, -0.00, 14.50, 3.92, -16.02, 40.41, 14.85, -0.01, 0.10, 0.01, -15.29, -0.84, 21.05, 0.01, -0.01, -0.00, -14.91, -0.65, 20.63, 0.01, -0.01, -0.00
-206.00, 255.00, -16.00, -0.16, 0.25, -0.00, 14.63, 3.93, -14.88, 40.21, 15.05, 0.00, 0.11, 0.01, -14.98, -0.75, 20.95, -0.00, 0.00, -0.00, -14.91, -0.68, 20.63, -0.00, 0.00, -0.00
-230.00, 255.00, -15.00, -0.17, 0.25, -0.00, 14.50, 3.93, -16.28, 40.44, 15.13, 0.00, 0.10, 0.01, -15.03, -1.06, 21.45, -0.00, -0.00, -0.00, -14.91, -0.82, 20.65, -0.00, -0.00, -0.00
-241.00, 255.00, -21.00, -0.20, 0.25, 0.00, 14.50, 3.92, -17.85, 41.03, 14.97, -0.01, 0.11, 0.01, -15.72, -0.67, 21.61, 0.01, 0.00, -0.00, -14.94, -0.77, 20.65, 0.01, 0.00, -0.00
-255.00, 255.00, 18.00, -0.19, 0.25, -0.00, 14.13, 3.92, -16.30, 41.26, 14.79, -0.00, 0.10, 0.01, -15.09, -1.05, 21.20, 0.00, -0.00, -0.00, -14.94, -0.87, 20.66, 0.00, -0.00, -0.00
-255.00, 255.00, -18.00, -0.21, 0.25, 0.00, 14.38, 3.92, -18.40, 40.69, 13.91, 0.00, 0.10, 0.01, -15.64, -1.34, 20.82, -0.00, -0.00, -0.00, -14.98, -1.02, 20.65, -0.00, -0.00, -0.00
-255.00, 255.00, 19.00, -0.25, 0.25, -0.00, 14.25, 3.92, -16.88, 41.29, 15.01, 0.00, 0.10, 0.01, -15.75, -1.01, 21.40, -0.00, -0.00, -0.00, -15.01, -1.02, 20.66, -0.00, -0.00, -0.00
-255.00, 255.00, -14.00, -0.24, 0.25, 0.00, 14.50, 3.92, -17.39, 41.19, 14.56, 0.01, 0.09, -0.07, -14.76, -0.91, 21.36, -0.01, -0.01, -0.08, -14.99, -0.99, 20.67, -0.01, -0.01, -0.08
