-0.25, 176.34, -0.25, 27.39, 84.39, -129.03, 0.07, 0.02, 0.02, 0.07, 0.02, 0.02, 0.06, 2.72, -0.16, 
-0.25, 173.47, -0.25, 28.82, 37.24, -128.85, 0.06, 0.02, 0.02, 0.07, 0.02, 0.02, 0.13, 3.12, -0.33, 
-0.25, 170.96, -0.25, 28.85, 37.36, -129.26, 0.07, 0.01, 0.01, 0.07, 0.02, 0.02, 0.20, 3.39, -0.50, 
-0.25, 168.59, -0.25, 29.29, 37.36, -129.29, 0.07, 0.01, 0.02, 0.07, 0.01, 0.02, 0.27, 3.57, -0.67, 
-0.25, 166.21, -0.25, 29.14, 36.45, -129.67, 0.07, 0.01, 0.02, 0.07, 0.01, 0.02, 0.34, 3.67, -0.84, 
-0.25, 164.03, -0.25, 29.00, 37.45, -129.73, 0.06, 0.01, 0.01, 0.07, 0.02, 0.02, 0.40, 3.77, -1.00, 
-0.25, 161.87, -0.25, 29.11, 37.12, -128.85, 0.07, 0.01, 0.01, 0.07, 0.01, 0.02, 0.47, 3.82, -1.16, 
-0.25, 159.76, -0.25, 28.91, 37.24, -129.73, 0.07, 0.02, 0.01, 0.07, 0.02, 0.02, 0.53, 3.86, -1.32, 
-0.25, 157.76, -0.25, 29.09, 37.45, -129.29, 0.07, 0.01, 0.01, 0.07, 0.01, 0.01, 0.58, 3.89, -1.48, 
-0.25, 155.78, -0.25, 29.35, 37.33, -129.52, 0.06, 0.01, 0.02, 0.07, 0.02, 0.02, 0.64, 3.91, -1.64, 
-0.25, 153.82, -0.25, 28.82, 36.98, -129.26, 0.07, 0.01, 0.01, 0.07, 0.02, 0.01, 0.70, 3.91, -1.79, 
-0.25, 152.06, -0.25, 29.00, 37.59, -129.70, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 0.75, 3.93, -1.94, 
-0.25, 150.37, -0.25, 28.56, 37.62, -128.97, 0.07, 0.02, 0.01, 0.07, 0.02, 0.02, 0.80, 3.94, -2.10, 
-0.25, 148.69, -0.25, 28.44, 37.45, -130.31, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 0.85, 3.95, -2.25, 
-0.25, 147.18, -0.25, 28.71, 37.91, -129.58, 0.07, 0.02, 0.01, 0.07, 0.02, 0.02, 0.89, 3.96, -2.39, 
-0.25, 145.64, -0.25, 29.03, 37.53, -129.41, 0.06, 0.01, 0.02, 0.07, 0.01, 0.02, 0.94, 3.96, -2.54, 
-0.25, 144.14, -0.25, 28.06, 37.30, -129.76, 0.06, 0.02, 0.01, 0.07, 0.02, 0.01, 0.98, 3.95, -2.68, 
-0.25, 142.68, -0.25, 28.76, 37.18, -129.29, 0.07, 0.01, 0.01, 0.07, 0.02, 0.02, 1.03, 3.94, -2.82, 
-0.25, 141.48, -0.25, 28.71, 38.00, -130.28, 0.07, 0.01, 0.01, 0.07, 0.01, 0.02, 1.07, 3.96, -2.96, 
-0.25, 140.34, -0.25, 28.38, 38.09, -129.23, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 1.11, 3.97, -3.10, 
-0.25, 139.08, -0.25, 28.33, 37.53, -128.97, 0.07, 0.01, 0.01, 0.08, 0.01, 0.01, 1.14, 3.96, -3.24, 
-0.25, 137.96, -0.25, 28.94, 37.80, -128.62, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 1.18, 3.96, -3.37, 
-0.25, 136.82, -0.25, 29.06, 37.50, -129.03, 0.07, 0.01, 0.01, 0.07, 0.01, 0.02, 1.22, 3.95, -3.50, 
-0.25, 135.75, -0.25, 29.14, 37.53, -128.94, 0.07, 0.01, 0.01, 0.07, 0.01, 0.01, 1.26, 3.95, -3.63, 
-0.25, 134.75, -0.25, 28.65, 37.50, -129.14, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 1.29, 3.94, -3.76, 
-0.25, 133.68, -0.25, 28.65, 37.04, -129.23, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 1.33, 3.92, -3.88, 
-0.25, 132.74, -0.25, 28.73, 37.21, -129.32, 0.07, 0.02, 0.02, 0.07, 0.02, 0.02, 1.36, 3.91, -4.01, 
-0.25, 131.78, -0.25, 29.03, 36.95, -128.53, 0.07, 0.01, 0.01, 0.07, 0.02, 0.01, 1.39, 3.90, -4.13, 
-0.25, 130.85, -0.25, 28.91, 36.71, -129.55, 0.06, 0.02, 0.01, 0.06, 0.02, 0.01, 1.43, 3.88, -4.25, 
-0.25, 130.12, -0.25, 28.71, 37.30, -129.49, 0.07, 0.02, 0.01, 0.07, 0.02, 0.02, 1.46, 3.89, -4.37, 
-0.25, 129.41, -0.25, 28.82, 37.30, -129.67, 0.06, 0.01, 0.02, 0.07, 0.01, 0.02, 1.49, 3.89, -4.49, 
-0.25, 128.58, -0.25, 28.53, 36.66, -129.47, 0.06, 0.01, 0.01, 0.06, 0.01, 0.01, 1.51, 3.87, -4.61, 
-0.25, 127.84, -0.25, 28.62, 36.77, -129.03, 0.06, 0.02, 0.01, 0.07, 0.02, 0.02, 1.54, 3.86, -4.72, 
-0.25, 127.26, -0.25, 28.68, 37.24, -129.38, 0.06, 0.01, 0.01, 0.06, 0.01, 0.02, 1.57, 3.87, -4.84, 
-0.25, 126.72, -0.25, 28.68, 37.42, -129.26, 0.06, 0.01, 0.02, 0.07, 0.01, 0.02, 1.59, 3.88, -4.95, 
-0.25, 126.16, -0.25, 28.44, 37.36, -129.17, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 1.62, 3.88, -5.06, 
-0.25, 125.59, -0.25, 28.97, 37.30, -128.85, 0.06, 0.01, 0.01, 0.06, 0.01, 0.02, 1.64, 3.88, -5.17, 
-0.25, 125.05, -0.25, 28.65, 37.30, -129.73, 0.07, 0.01, 0.02, 0.07, 0.01, 0.02, 1.67, 3.88, -5.27, 
-0.25, 124.67, -0.25, 28.65, 37.97, -129.96, 0.06, 0.02, 0.02, 0.06, 0.02, 0.02, 1.69, 3.90, -5.38, 
-0.25, 124.09, -0.25, 28.35, 37.18, -129.49, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 1.71, 3.89, -5.49, 
-0.25, 123.65, -0.25, 28.24, 37.65, -129.20, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 1.73, 3.90, -5.59, 
-0.25, 123.10, -0.25, 28.88, 37.12, -129.55, 0.06, 0.01, 0.01, 0.06, 0.01, 0.02, 1.76, 3.88, -5.69, 
-0.25, 122.72, -0.25, 28.65, 37.77, -129.41, 0.06, 0.01, 0.01, 0.07, 0.01, 0.02, 1.78, 3.89, -5.79, 
-0.25, 122.19, -0.25, 28.68, 37.09, -129.64, 0.07, 0.02, 0.01, 0.07, 0.02, 0.02, 1.80, 3.88, -5.89, 
-0.25, 121.81, -0.25, 28.97, 37.56, -129.70, 0.06, 0.01, 0.02, 0.06, 0.01, 0.02, 1.82, 3.88, -5.99, 
-0.25, 121.49, -0.25, 28.76, 37.88, -130.20, 0.07, 0.01, 0.01, 0.07, 0.01, 0.02, 1.84, 3.90, -6.09, 
-0.25, 121.04, -0.25, 28.91, 37.39, -129.76, 0.06, 0.01, 0.01, 0.06, 0.01, 0.01, 1.86, 3.89, -6.18, 
-0.25, 120.52, -0.25, 29.09, 36.86, -129.93, 0.07, 0.02, 0.01, 0.07, 0.02, 0.01, 1.88, 3.86, -6.28, 
-0.25, 120.18, -0.25, 29.00, 37.45, -129.38, 0.07, 0.01, 0.01, 0.07, 0.01, 0.01, 1.90, 3.87, -6.37, 
-0.25, 119.83, -0.25, 28.76, 37.42, -129.99, 0.06, 0.01, 0.01, 0.07, 0.01, 0.01, 1.92, 3.87, -6.46, 
-0.25, 119.56, -0.25, 28.50, 37.71, -129.00, 0.07, 0.02, 0.01, 0.07, 0.02, 0.02, 1.93, 3.88, -6.55, 
-0.25, 119.23, -0.25, 28.85, 37.50, -128.91, 0.07, 0.01, 0.01, 0.07, 0.01, 0.01, 1.95, 3.87, -6.64, 
-0.25, 118.94, -0.25, 29.00, 37.68, -128.56, 0.07, 0.01, 0.02, 0.07, 0.01, 0.02, 1.97, 3.88, -6.73, 
