-888.42, 26.05, 0.06, -443.75, 21.08, -7.97, -10.92, -7.46, 45.20, 1.15, -7.97, -4.13, 250.00,
-885.21, 75.97, 21.25, -693.16, 37.93, 2.51, -45.80, -12.03, 3.36, -15.46, -8.97, 11.86, 250.00, 
-878.22, 75.50, 17.16, -799.30, 59.21, 11.91, -1.47, 10.64, 1.50, -20.06, -4.31, 6.55, -250.00, 
-877.38, 82.99, 16.98, -843.49, 70.49, 14.82, 4.70, -6.35, 7.86, -7.86, -0.68, 5.50, -250.00, 
-895.03, 78.37, 9.00, -867.53, 76.22, 13.79, -5.08, 1.58, -4.36, -3.54, -1.64, 3.39, 155.63, 
-894.45, 70.10, 7.07, -882.85, 75.10, 10.55, 6.25, 5.22, -16.45, -1.22, 1.20, -4.38, -250.00, 
-881.00, 51.91, 9.09, -885.59, 67.17, 9.16, 7.11, 4.98, -21.35, 3.23, 3.39, -12.55, 145.75, 
-896.02, 34.35, -2.34, -887.24, 53.64, 5.91, -8.12, 5.35, -1.63, 1.13, 4.39, -11.96, 250.00, 
-881.00, 50.42, 0.50, -887.95, 47.30, 2.06, -20.27, 4.71, 18.66, -7.50, 4.75, -0.43, -250.00, 
-878.43, 72.96, -5.35, -883.32, 55.40, -0.46, -14.87, 4.26, 14.80, -13.17, 4.60, 9.23, 164.79, 
-894.86, 74.83, -15.32, -885.19, 65.81, -6.02, 0.69, 3.86, -9.66, -9.75, 4.30, 5.48, -250.00, 
-880.15, 59.66, -11.28, -886.49, 66.62, -10.12, 7.48, 3.78, -23.84, -1.96, 4.03, -7.03, 250.00, 
-896.35, 37.68, -20.05, -887.48, 56.52, -13.24, -1.56, 4.66, -9.48, 0.81, 4.13, -12.45, -250.00, 
-879.10, 45.51, -19.06, -887.62, 48.12, -16.80, -16.00, 4.10, 14.03, -4.59, 4.27, -4.16, 250.00, 
-896.23, 63.08, -29.52, -887.64, 51.60, -21.02, -18.48, 4.57, 18.63, -11.71, 4.31, 7.37, -250.00, 
-878.40, 80.44, -28.24, -887.46, 62.95, -25.44, -10.23, 5.36, -0.78, -13.20, 4.68, 8.25, -250.00, 
-895.97, 64.66, -39.17, -887.30, 68.35, -30.09, 7.89, 5.48, -21.14, -6.43, 5.09, -2.56, 250.00, 
-897.34, 44.23, -43.03, -892.57, 60.52, -36.29, 10.16, 4.92, -15.97, 2.27, 5.16, -11.57, -250.00, 
-879.42, 45.45, -41.13, -890.21, 51.70, -39.55, -7.26, 4.38, 6.68, 1.81, 4.87, -7.67, -250.00, 
-897.14, 57.06, -52.97, -889.12, 51.45, -43.77, -22.93, 5.11, 19.28, -7.71, 4.80, 3.95, -250.00, 
-896.55, 74.83, -58.73, -893.47, 59.61, -50.57, -17.04, 6.16, 6.24, -14.62, 5.27, 8.91, -250.00, 
-896.38, 71.50, -64.54, -895.15, 67.24, -56.80, 2.18, 5.96, -16.18, -10.57, 5.71, 1.10, -250.00, 
-896.58, 51.42, -69.77, -895.90, 63.99, -62.63, 12.18, 5.81, -19.62, -0.58, 5.81, -9.60, 250.00, 
-896.64, 41.57, -75.77, -896.30, 54.14, -68.34, 0.14, 7.15, -0.46, 3.21, 6.19, -9.85, -250.00, 
-877.67, 57.91, -76.00, -891.15, 51.66, -72.59, -19.86, 6.81, 16.79, -4.14, 6.64, 0.29, -250.00, 
-895.38, 70.59, -90.70, -888.55, 58.75, -78.65, -23.09, 8.33, 12.05, -13.90, 7.16, 8.25, -250.00, 
-894.42, 72.58, -99.74, -892.12, 65.98, -87.98, -4.85, 8.10, -8.74, -13.94, 7.76, 4.53, -250.00, 
-893.83, 58.26, -108.07, -893.25, 65.66, -96.94, 11.75, 8.62, -20.13, -4.15, 8.10, -6.15, 250.00, 
-893.89, 45.43, -116.11, -893.59, 57.88, -105.47, 6.81, 8.99, -7.50, 3.41, 8.50, -10.46, -250.00, 
