0.00, 0.00, 0.00, 0.00, 
16.49, 0.83, 16.49, 0.83, 
82.34, 0.78, 82.34, 0.78, 
-108.98, 0.79, -108.98, 0.79, 
14.65, 0.84, 14.65, 0.84, 
107.05, 0.78, 107.05, 0.78, 
-106.32, 0.78, -106.32, 0.78, 
-34.04, 0.84, 0.00, 0.84, 
119.09, 0.80, 0.00, 0.79, 
-25.51, 0.76, 0.00, 0.76, 
-102.72, 0.81, 0.00, 0.82, 
42.79, 0.83, 0.00, 0.82, 
100.69, 0.77, 0.00, 0.77, 
-46.08, 0.76, 0.00, 0.77, 
-106.95, 0.80, 0.00, 0.81, 
22.52, 0.82, 0.00, 0.82, 
111.79, 0.78, 0.00, 0.78, 
20.31, 0.74, 0.00, 0.74, 
-96.32, 0.76, 0.00, 0.77, 
-73.01, 0.80, 0.00, 0.81, 
35.07, 0.80, 0.00, 0.79, 
101.63, 0.76, 0.00, 0.75, 
58.99, 0.73, 0.00, 0.73, 
-45.99, 0.72, 0.00, 0.73, 
-102.46, 0.75, 0.00, 0.76, 
-69.46, 0.77, 0.00, 0.78, 
10.14, 0.78, 0.00, 0.78, 
77.12, 0.75, 103.76, 0.74, 
96.11, 0.72, 75.61, 0.71, 
63.64, 0.69, 11.68, 0.69, 
1.67, 0.68, -43.21, 0.69, 
-57.66, 0.68, -79.95, 0.70, 
-90.99, 0.70, -92.77, 0.72, 
-92.75, 0.71, -72.96, 0.73, 
-70.64, 0.72, 0.00, 0.74, 
-36.69, 0.72, 0.00, 0.73, 
-1.11, 0.72, 0.00, 0.71, 
30.02, 0.71, 0.00, 0.69, 
54.25, 0.70, 0.00, 0.67, 
71.38, 0.68, 0.00, 0.65, 
82.30, 0.67, 0.00, 0.64, 
88.31, 0.66, 0.00, 0.63, 
90.85, 0.64, 0.00, 0.62, 
91.33, 0.63, 0.00, 0.60, 
90.95, 0.63, 0.00, 0.59, 
90.49, 0.62, 0.00, 0.59, 
90.21, 0.62, 0.00, 0.58, 
89.74, 0.61, 0.00, 0.58, 
88.20, 0.61, 0.00, 0.58, 
84.23, 0.61, 0.00, 0.58, 
76.29, 0.61, 0.00, 0.57, 
62.94, 0.61, 0.00, 0.57, 
43.20, 0.62, 0.00, 0.57, 
17.08, 0.61, 0.00, 0.57, 
-13.98, 0.61, 102.74, 0.58, 
-46.51, 0.60, 83.84, 0.58, 
-74.65, 0.59, 58.46, 0.59, 
-90.21, 0.57, 26.80, 0.59, 
-84.16, 0.54, -12.75, 0.59, 
-50.79, 0.52, -57.09, 0.58, 
4.76, 0.51, -93.50, 0.56, 
61.59, 0.51, 0.00, 0.54, 
91.74, 0.53, 0.00, 0.51, 
78.64, 0.55, 0.00, 0.50, 
26.56, 0.56, 0.00, 0.50, 
-41.50, 0.56, 0.00, 0.52, 
-89.65, 0.54, 0.00, 0.54, 
-80.45, 0.50, 0.00, 0.55, 
-5.48, 0.48, 0.00, 0.55, 
77.37, 0.49, 0.00, 0.52, 
90.20, 0.52, 0.00, 0.49, 
23.58, 0.54, 0.00, 0.47, 
-65.99, 0.54, 0.00, 0.50, 
-95.41, 0.50, 0.00, 0.53, 
-15.61, 0.47, 0.00, 0.54, 
86.81, 0.48, 0.00, 0.53, 
76.98, 0.52, 0.00, 0.49, 
-27.62, 0.54, 0.00, 0.48, 
-101.49, 0.51, 0.00, 0.51, 
-31.46, 0.46, 0.00, 0.54, 
91.43, 0.48, 0.00, 0.53, 
65.16, 0.52, -102.60, 0.48, 
-62.18, 0.53, 35.94, 0.47, 
-93.91, 0.48, 92.15, 0.51, 
47.26, 0.46, 4.65, 0.53, 
96.39, 0.51, -87.20, 0.51, 
-34.16, 0.54, -13.02, 0.47, 
-105.39, 0.49, 113.54, 0.50, 
41.56, 0.47, 0.00, 0.55, 
96.39, 0.52, 0.00, 0.53, 
-54.48, 0.54, 0.00, 0.47, 
-92.72, 0.49, 0.00, 0.50, 
86.69, 0.48, 0.00, 0.54, 
54.85, 0.54, 0.00, 0.52, 
-108.34, 0.53, 0.00, 0.49, 
-7.30, 0.48, 0.00, 0.53, 
111.02, 0.52, 0.00, 0.55, 
-61.38, 0.55, 0.00, 0.49, 
-77.11, 0.49, 0.00, 0.51, 
117.21, 0.51, 0.00, 0.57, 
-19.35, 0.56, 0.00, 0.53, 
-105.62, 0.51, 0.00, 0.50, 
112.02, 0.51, 0.00, 0.55, 
-5.09, 0.57, 0.00, 0.55, 
-111.05, 0.52, 0.00, 0.51, 
118.05, 0.52, 0.00, 0.57, 
-23.23, 0.58, 0.00, 0.56, 
-94.87, 0.52, 0.00, 0.51, 
129.94, 0.54, 94.75, 0.59, 
-72.89, 0.58, -138.14, 0.57, 
-36.29, 0.52, 50.39, 0.53, 
113.44, 0.57, 44.70, 0.59, 
-130.54, 0.57, -106.83, 0.56, 
71.78, 0.53, 115.48, 0.55, 
24.91, 0.60, -56.00, 0.61, 
-116.31, 0.55, 0.00, 0.54, 
140.34, 0.57, 0.00, 0.59, 
-112.24, 0.60, 0.00, 0.61, 
44.50, 0.54, 0.00, 0.55, 
36.84, 0.62, 0.00, 0.62, 
-116.17, 0.57, 0.00, 0.58, 
142.84, 0.60, 0.00, 0.60, 
-143.56, 0.61, 0.00, 0.62, 
111.13, 0.57, 0.00, 0.57, 
-51.70, 0.64, 0.00, 0.65, 
-13.96, 0.57, 0.00, 0.57, 
65.40, 0.64, 0.00, 0.64, 
-123.43, 0.59, 0.00, 0.62, 
142.30, 0.63, 0.00, 0.61, 
-163.86, 0.62, 0.00, 0.65, 
159.81, 0.61, 0.00, 0.60, 
-147.61, 0.65, 0.00, 0.66, 
131.91, 0.61, 0.00, 0.60, 
-105.14, 0.66, 0.00, 0.68, 
84.82, 0.60, 0.00, 0.61, 
-59.98, 0.68, 158.49, 0.67, 
40.18, 0.61, -180.03, 0.64, 
-24.84, 0.68, 156.10, 0.66, 
9.40, 0.61, -144.79, 0.66, 
-4.92, 0.69, 140.61, 0.66, 
-3.45, 0.62, -162.05, 0.67, 
-1.97, 0.70, 184.69, 0.66, 
2.94, 0.63, 0.00, 0.69, 
-16.94, 0.71, 0.00, 0.66, 
29.36, 0.63, 0.00, 0.70, 
-50.28, 0.71, 0.00, 0.66, 
74.82, 0.64, 0.00, 0.70, 
-99.87, 0.71, 0.00, 0.67, 
132.16, 0.65, 0.00, 0.70, 
-156.58, 0.71, 0.00, 0.69, 
182.77, 0.67, 0.00, 0.70, 
-198.84, 0.70, 0.00, 0.71, 
196.37, 0.70, 0.00, 0.69, 
-191.34, 0.69, 0.00, 0.73, 
142.89, 0.72, 0.00, 0.68, 
-99.92, 0.67, 0.00, 0.74, 
16.15, 0.74, 0.00, 0.69, 
63.31, 0.67, 0.00, 0.75, 
-139.48, 0.74, 0.00, 0.69, 
198.17, 0.70, 0.00, 0.75, 
-219.13, 0.72, 0.00, 0.71, 
178.05, 0.74, 0.00, 0.73, 
-111.55, 0.69, 241.18, 0.75, 
-11.69, 0.76, -184.21, 0.71, 
128.76, 0.69, 79.49, 0.77, 
-208.54, 0.75, 10.67, 0.71, 
216.43, 0.74, -113.26, 0.77, 
-157.97, 0.71, 195.38, 0.73, 
11.41, 0.77, -229.62, 0.74, 
135.24, 0.71, 0.00, 0.78, 
-226.38, 0.75, 0.00, 0.70, 
204.65, 0.76, 0.00, 0.79, 
-92.06, 0.71, 0.00, 0.73, 
-91.43, 0.78, 0.00, 0.76, 
223.00, 0.73, 0.00, 0.77, 
-227.56, 0.74, 0.00, 0.73, 
71.27, 0.78, 0.00, 0.79, 
125.97, 0.72, 0.00, 0.76, 
-244.47, 0.76, 0.00, 0.74, 
177.08, 0.78, 0.00, 0.81, 
17.35, 0.72, 0.00, 0.73, 
-211.84, 0.78, 0.00, 0.78, 
225.17, 0.77, 0.00, 0.79, 
-50.94, 0.72, 0.00, 0.74, 
-184.21, 0.79, 0.00, 0.79, 
240.91, 0.77, 0.00, 0.78, 
-69.95, 0.73, 0.00, 0.74, 
-185.38, 0.79, 0.00, 0.81, 
239.40, 0.78, 0.00, 0.78, 
-39.54, 0.73, -161.06, 0.74, 
-216.94, 0.79, -117.71, 0.82, 
213.28, 0.79, 237.06, 0.77, 
42.79, 0.73, -138.00, 0.76, 
-250.00, 0.78, -101.36, 0.81, 
136.62, 0.80, 226.29, 0.79, 
163.56, 0.74, -75.19, 0.75, 
-250.00, 0.76, 0.00, 0.82, 
-11.02, 0.81, 0.00, 0.80, 
250.00, 0.76, 0.00, 0.74, 
-137.58, 0.74, 0.00, 0.81, 
-193.10, 0.80, 0.00, 0.81, 
213.60, 0.80, 0.00, 0.76, 
104.14, 0.74, 0.00, 0.79, 
-250.00, 0.77, 0.00, 0.82, 
-15.39, 0.82, 0.00, 0.78, 
250.00, 0.77, 0.00, 0.76, 
-63.16, 0.74, 0.00, 0.83, 
-250.00, 0.79, 0.00, 0.81, 
100.67, 0.81, 0.00, 0.75, 
238.15, 0.76, 0.00, 0.80, 
-141.24, 0.75, 0.00, 0.82, 
-223.81, 0.80, 0.00, 0.78, 
135.87, 0.81, 0.00, 0.77, 
226.11, 0.76, 0.00, 0.81, 
-141.52, 0.75, 0.00, 0.83, 
-230.73, 0.80, 0.00, 0.77, 
102.53, 0.81, -227.14, 0.76, 
246.65, 0.77, -185.90, 0.83, 
-68.05, 0.74, 191.88, 0.81, 
-250.00, 0.79, 122.86, 0.77, 
